0,1,2,3,4,5
6.731033,1.2058046,-7.8770432,6.3917537,-7.8066163,0.2708172
6.410116,-2.751945,5.8388896,-1.4115698,6.278599,3.8704467
5.076208,7.3565245,-8.750997,5.0850534,-8.548912,-5.284057
2.0355039,-0.5839216,6.4537997,6.1161146,6.8802967,1.9075038
4.27818,7.941342,-7.4568343,1.6931236,-7.208901,-5.846614
6.0570016,4.0150247,-3.0944717,-0.516606,-2.820959,-2.3120136
6.588352,-1.1978763,-14.508467,3.1672587,-14.650579,2.4042327
7.2907248,-1.2033968,2.576284,1.8796058,2.9341302,2.4417748
4.2354774,-1.7157761,-2.6513462,2.8229122,-2.4822373,2.8873694
5.4100614,-7.322669,11.534893,2.802193,12.031261,8.049703
6.052617,11.962727,6.179313,3.6164956,6.828614,-9.432527
3.9756458,-13.970825,3.3350034,6.493403,3.5120058,14.003558
5.0912247,-2.2992365,2.1672878,0.13637471,2.4966855,3.470704
4.7261295,-5.6333475,9.318012,1.9657751,9.828614,6.479959
7.1590395,14.026097,-3.4702075,4.0700045,-3.055407,-11.355558
4.2443757,-8.156353,-2.5273542,5.2577505,-2.462667,8.753529
5.3828783,-13.964335,5.4648843,5.321478,5.6497493,14.014031
4.5614967,1.6322587,-8.586102,5.7042704,-8.446694,-0.13943025
5.6371827,6.0405946,4.760138,5.8295813,5.3137465,-4.09484
5.626216,-1.3061334,1.1555824,2.6546063,1.4825004,2.563062
5.257331,1.0668154,-16.204727,-3.356969,-16.416422,0.34943968
6.58318,-1.7186141,7.998529,3.900876,8.522489,2.9188743
8.516446,11.039382,-20.735718,-2.5311673,-20.868689,-8.700111
3.8561769,-3.9900532,-6.1494083,2.4403105,-6.145114,4.9662123
5.993267,5.23868,-2.0657325,0.22004747,-1.7916358,-3.3858569
7.0485187,6.2822685,11.122762,5.1298637,11.839851,-4.2692747
7.599714,-0.97014767,-5.6005244,5.948003,-5.5023828,2.2445517
5.726533,4.5062065,13.47607,9.872537,14.229184,-2.7310529
4.4545784,-7.784955,-4.6138444,1.9427588,-4.599684,8.4287615
7.182811,9.563398,-3.0245063,1.0897816,-2.68892,-7.333147
4.681861,3.2570882,-8.955156,9.118155,-8.83827,-1.5871696
4.0486293,1.9313768,5.961188,5.5427074,6.48966,-0.33524355
7.8602905,-1.715147,-3.5355299,3.7706704,-3.3744643,2.8809533
3.8359792,3.672625,11.879772,6.730529,12.582571,-1.9129326
5.774791,2.215893,5.260702,9.855051,5.7594733,-0.62071157
5.6686096,2.9910755,6.6122046,3.8867958,7.1252418,-1.3038452
4.5381303,6.776803,-6.0594425,3.8232338,-5.8116636,-4.7770467
4.84582,4.58016,-0.037400827,3.8015022,0.27953792,-2.777813
5.2016697,5.5703616,0.17292091,4.087206,0.57286435,-3.66497
6.53578,-5.3243394,6.77412,5.3639297,7.192971,6.1931396
5.267332,4.43365,-3.0956793,4.1432905,-2.7571666,-2.6428776
4.8573318,-1.9594862,-3.345092,0.71655107,-3.187437,3.1708515
4.5575724,3.8895836,6.4141116,3.9220495,6.9845867,-2.119888
3.7669384,8.332939,3.6121626,3.5807614,4.177783,-6.1659737
5.375024,-7.552269,4.2963853,1.6700205,4.5768213,8.237234
4.963713,-3.4452395,-5.5670166,5.0466857,-5.4537563,4.4440703
4.2136235,2.6012683,-0.23978707,-0.7689661,0.054108143,-0.96201235
7.1798015,-10.102659,-9.162702,0.36465836,-9.342081,10.4739485
3.1430244,-4.2162333,1.0975603,4.936821,1.3206728,5.2077565
4.8085403,0.7979001,-7.710147,6.167588,-7.5760136,0.60835695
5.6521044,-2.5366318,6.143593,2.9928348,6.581823,3.7110744
5.475489,0.4803693,3.0957162,5.054578,3.5084972,0.9596856
6.2555084,-4.74178,5.231979,2.735638,5.5841713,5.6947913
5.0142345,1.0254316,7.1611953,4.1388597,7.6881146,0.47943336
4.830047,-11.967852,-0.29884326,1.0931426,-0.26610136,12.236164
4.8274837,3.9595783,10.998395,-0.44301057,11.734678,-2.1791701
5.7921,5.2452173,-5.052827,1.437453,-4.8227572,-3.4080093
5.301089,-10.5549135,9.588481,4.06256,9.99419,10.962029
5.683875,2.2865124,-1.8865229,6.117944,-1.555904,-0.68445086
5.900287,-9.358082,-1.6923956,4.4522443,-1.6907887,9.864889
4.7491045,-2.6307998,-10.908707,3.7548394,-10.995186,3.733092
5.0282955,-6.9556265,8.141493,0.23741746,8.598189,7.6874948
5.0011015,-5.561485,6.1335244,0.46161842,6.55948,6.425224
4.41317,-6.074273,9.865924,1.6271954,10.399946,6.9095726
3.7166188,1.519309,-5.715173,5.258278,-5.5363665,-0.038147688
3.254839,-2.217593,-6.8466034,4.821265,-6.8338156,3.3597212
5.437396,-6.077861,-12.75443,9.066175,-12.8819895,6.852817
5.53042,1.0823853,10.147145,4.1812334,10.745102,0.43298525
4.968467,11.274436,-5.7434106,7.112444,-5.3876586,-8.828394
5.083537,-2.4291327,4.2657347,5.0666394,4.6165915,3.5584838
5.810888,-4.257184,13.693736,5.0385776,14.2833805,5.2912817
5.852243,-4.0793767,-12.0082445,6.7218566,-12.125225,5.0324426
5.582856,8.22442,1.4998581,2.1864357,2.0233345,-6.054105
5.5670605,4.3397994,-2.3473713,-2.3750355,-2.0433116,-2.554822
8.076786,-3.6285293,-2.7351582,1.9910561,-2.6319132,4.6623354
6.209284,10.363181,4.0243154,7.3341985,4.6842003,-7.995848
6.249387,-7.553566,-4.5732503,1.0764657,-4.578567,8.216704
7.0878115,-13.830081,-8.411294,3.0500503,-8.670361,13.858733
4.253011,-3.1439958,-6.4031653,1.4599276,-6.346248,4.234661
3.7465649,-0.603827,1.1881528,2.5556397,1.4998952,1.9475536
3.712787,-1.724069,2.687784,-0.47948623,3.0310001,2.9396281
4.245757,-1.9830239,-7.3888054,4.860187,-7.3301153,3.1628423
5.380268,1.0680532,-5.1623826,1.3596287,-5.0203295,0.3793939
6.2720146,0.8326598,-2.2890966,8.224276,-2.0119066,0.6536169
3.2662954,5.3477464,7.3070955,0.39169002,7.9688826,-3.4473307
6.280361,9.171837,4.093443,5.135545,4.761976,-6.8929667
6.9934263,5.286562,-1.2940277,3.1390343,-0.9289565,-3.4549072
6.1251335,3.8369913,5.2639074,6.4992657,5.7759004,-2.042748
5.3097215,-1.5694084,7.757326,3.8785465,8.33544,2.8069582
7.6293364,10.666719,7.4630947,2.3435957,8.182087,-8.282102
5.247555,11.670174,-3.0280442,2.7250335,-2.6450272,-9.213073
5.661208,5.2812476,-2.2972562,3.991242,-1.9784596,-3.422994
4.2425227,-0.44122362,-0.30469194,1.3167986,-0.008000195,1.7938143
3.886056,-4.311676,7.245317,4.003299,7.690443,5.314541
5.033266,-7.4866657,9.745928,5.8943586,10.202053,8.177631
6.997875,6.4769526,-3.473733,9.89039,-3.177073,-4.4925423
6.5944586,-0.74541205,-12.857867,8.004687,-12.936945,2.0554135
7.12702,1.8648914,-9.8444395,3.1146607,-9.782115,-0.34038487
2.6014242,8.974253,6.9528847,6.0548286,7.5997095,-6.740276
6.1083183,6.8375907,-7.5710077,1.7456237,-7.320753,-4.8244567
3.7900944,6.2363615,-3.0875297,6.2265973,-2.7352958,-4.246081
5.284462,1.8695588,4.0083284,6.253255,4.472726,-0.32789582
7.2940593,-2.300808,-5.42349,4.6277514,-5.333907,3.4325352
4.4187565,11.534036,9.008615,6.0645432,9.791057,-9.048308
6.859889,2.2613878,-1.8813481,3.647531,-1.563204,-0.68798614
4.8144298,-12.695019,4.465866,-1.3337308,4.666838,12.864122
5.6101284,-0.67305005,-8.095706,2.8072622,-8.075211,1.9499824
4.4457936,3.5529134,2.0521712,3.8981981,2.4741592,-1.8299898
4.9109755,-3.8675294,3.941466,6.10523,4.290186,4.8945866
4.602604,-5.0039597,4.1492224,0.8690038,4.4386234,5.9660826
6.184905,6.9523296,-5.38141,-0.57328963,-5.1150675,-4.924702
5.065917,-5.1772776,-8.35803,-2.0036397,-8.433822,6.0188913
3.1781752,-5.7497625,-3.7365527,2.160974,-3.6640368,6.57373
2.109851,-3.6832929,5.0859084,1.1687638,5.52555,4.7212586
2.87074,-2.8132339,-2.3137941,3.1878202,-2.1887312,3.9116879
7.6169524,17.94033,8.174205,5.536647,9.024599,-14.874745
5.9487095,13.186837,-5.8661265,0.0037870407,-5.53939,-10.609722
6.5176845,-5.8360486,12.691375,4.838288,13.260406,6.68838
5.750655,-1.9462897,-0.68591654,5.595317,-0.44116986,3.1787362
4.4637103,-6.6560006,4.8457465,2.3489773,5.17409,7.413329
4.51871,6.4219017,4.5694213,3.5407257,5.163156,-4.4194956
4.064273,-7.758589,-6.7320127,-0.1656791,-6.797736,8.389746
3.1376395,8.333076,3.1690443,1.5341291,3.7394118,-6.191197
3.8209355,4.612734,2.3529012,-0.45864248,2.7866373,-2.8141894
7.100566,2.960596,4.692093,11.467908,5.1664248,-1.2946362
3.0670762,-3.9926074,-6.4684477,4.6707897,-6.442439,4.972688
5.467763,7.513907,-1.9529059,5.9244432,-1.5757512,-5.4449034
6.181975,-0.23153067,3.3718228,7.010892,3.7499135,1.5734142
7.0925436,0.31452745,0.6793936,1.294234,1.0079056,1.0809276
4.760948,4.1927094,-9.335388,2.153335,-9.33105,-2.458
4.6726084,12.894681,-4.8740273,2.5231974,-4.495551,-10.319622
5.9653196,-5.3001466,1.5403402,10.264333,1.807982,6.1932487
3.8214362,4.5787053,-7.4764524,2.0126967,-7.391941,-2.801936
5.80042,-1.8434032,5.6177044,6.9172077,6.0546126,3.0808897
4.964375,1.6975876,4.121462,2.6040108,4.572191,-0.14800406
4.479479,9.357882,-4.5897036,3.932333,-4.2219334,-7.1030097
5.0983887,-9.683788,-3.4169455,2.9902694,-3.3973503,10.123718
6.8269143,15.071311,6.709873,6.676423,7.4159536,-12.275139
5.8298306,3.5119355,1.225236,2.7875092,1.6229421,-1.8048656
6.8897514,7.4510326,9.304837,0.2992872,10.007894,-5.384409
6.2483516,-1.5199869,-15.473279,1.0881017,-15.712069,2.6962333
5.660162,7.1245003,-1.8884387,1.5047636,-1.4880983,-5.110275
4.174605,-8.5011215,-0.2586828,7.758924,-0.092019916,9.040235
7.3437614,-2.188752,-5.741108,-0.9750657,-5.658973,3.3511086
6.613098,2.8527887,-2.4626722,-1.5745628,-2.2181199,-1.224114
5.905124,-11.383064,-5.9522896,3.8328576,-6.06428,11.665287
7.156681,5.5533705,-6.9598327,0.75921047,-6.742585,-3.6762877
6.9319077,-5.574892,-15.413624,6.6979733,-15.702916,6.3714933
7.6776524,-2.1534405,8.287303,3.3490376,8.794102,3.3651447
3.66773,3.057329,3.0672684,3.6749952,3.5452638,-1.3771797
4.1697326,-7.5387735,-0.40643507,0.69666207,-0.22211769,8.200175
6.615896,2.0688205,-17.032192,7.767959,-17.203472,-0.5248811
4.8007307,-2.6025734,2.89148,1.2279893,3.295893,3.751623
5.954896,8.927923,-2.529693,10.499531,-2.1018844,-6.6870403
3.5283034,8.678099,2.6208558,2.529112,3.198149,-6.4592576
7.799993,-13.557563,2.638969,-1.0190558,2.7554908,13.634455
6.9105663,-3.0320854,-12.791338,1.5804893,-12.952913,4.0711837
6.910178,-0.21307927,-3.9995992,2.180542,-3.786953,1.5280364
10.241354,-4.187376,6.589164,5.9635124,6.9711337,5.181438
5.493355,-5.4626327,-3.0817761,0.5925143,-2.9925377,6.3173857
4.9985523,11.373882,-0.043774337,2.6307771,0.51973164,-8.942337
7.80598,7.676286,4.416669,11.915097,4.9592237,-5.598092
3.446406,0.8564932,3.6139262,3.7219183,4.04591,0.60255575
3.7482026,4.660424,-2.0291328,5.4610877,-1.676261,-2.8215175
5.961172,-4.7125673,-3.9021304,5.7969427,-3.7947888,5.6582413
5.072354,1.1441971,-5.9405203,0.15469861,-5.814579,0.32505473
6.8144746,8.255653,-2.0491984,3.4769318,-1.7138658,-6.1454277
7.0450044,9.279878,-5.6039977,-1.4223866,-5.377326,-7.0820518
4.6640472,0.46726987,-3.6519566,3.2818782,-3.5050244,0.92304206
5.949976,-0.34146547,8.209256,5.443336,8.7133665,1.7009243
6.3181944,2.688658,1.6737791,8.349089,2.0794141,-1.0612321
5.3570585,-6.5064654,-5.5219398,5.8872643,-5.54708,7.232679
3.52991,-4.319924,-4.3449354,0.3752154,-4.285417,5.2595615
5.6518517,4.648913,-2.6843085,2.2192366,-2.432937,-2.8884945
6.417401,4.988132,9.946418,6.2102833,10.626737,-3.1153047
7.259707,-2.1143231,4.984332,5.722286,5.362258,3.2999475
3.9632604,-2.679853,-2.3348927,2.395925,-2.125557,3.8078277
6.368723,7.0300617,0.10891101,-2.905799,0.563556,-5.001775
4.787706,-6.511803,-8.99529,4.6367292,-9.083561,7.2290125
4.4503675,-10.035471,-3.8533068,3.381402,-3.868342,10.457221
6.042554,0.7570052,-4.396946,9.301561,-4.2077723,0.7159015
6.6946154,-1.1813769,7.3970275,2.108769,7.913245,2.461208
3.3839517,-8.881694,-0.24962611,5.6859508,-0.08964419,9.393231
4.0900044,1.4761546,-3.8687003,7.9386544,-3.6625638,0.03090322
6.2867823,15.308379,13.534552,11.390525,14.477399,-12.465376
4.537783,1.6666132,3.5882847,4.967293,3.995556,-0.12962097
3.517943,-10.797507,1.5026326,6.351035,1.6215117,11.132584
6.954074,7.735197,5.7712464,0.49848604,6.394343,-5.6448603
5.734376,-10.609048,-0.70029473,1.3151348,-0.6074836,10.98536
5.7567844,-6.236487,7.339126,5.4113874,7.744547,7.035331
3.6248946,2.9761863,-0.7563634,5.2024984,-0.44278634,-1.3044449
5.7374573,-4.127055,-11.529506,1.843964,-11.630889,5.0668564
9.597893,3.3491335,17.782784,-1.1586595,18.63506,-1.5967113
6.8165216,4.1962795,0.7110144,0.18395102,1.152141,-2.4247468
8.921386,-1.9931555,14.613319,4.586918,15.314973,3.1926348
8.364755,15.730349,-4.232973,3.8116941,-3.805668,-12.898083
4.709704,9.248619,-5.8073144,5.672862,-5.4987917,-7.00443
4.1392007,-7.6520057,-2.645137,2.4127178,-2.6234558,8.309928
5.7638583,8.162772,-3.8459592,6.1439075,-3.5523305,-6.0404058
4.702288,-3.09695,11.7987385,1.2298751,12.366906,4.2410636
6.5887322,0.056309387,-3.9967127,6.336013,-3.8029478,1.3344146
2.7530317,-7.557616,-1.251342,4.412471,-1.0776553,8.202286
6.7296076,5.625729,8.091519,2.5584087,8.76075,-3.6897874
4.805795,-9.363738,-1.3347945,3.1166172,-1.254876,9.876008
5.508554,-14.559488,-6.1783686,8.052469,-6.3623123,14.524717
5.5447083,-11.493195,-6.804332,9.823614,-6.9074306,11.744785
3.9485402,-5.7450953,9.281342,6.8325562,9.76879,6.5803795
3.9526615,3.2840126,-9.827239,9.086602,-9.698702,-1.6117481
4.087151,-2.8326354,-0.8594583,1.7000867,-0.672238,3.944934
1.5119021,3.7395945,1.375288,0.96858394,1.7723783,-2.0329378
7.4067717,11.576395,5.454219,3.344591,6.126686,-9.109023
4.3646502,-9.452128,0.6335992,6.121167,0.77416575,9.920596
7.4661818,-3.4954176,3.0260708,-2.281323,3.2931492,4.5343633
4.168266,-4.221258,1.5120364,2.52219,1.7371929,5.211849
5.862858,6.3444724,3.9625504,6.048441,4.5075855,-4.361797
7.5060124,3.3922853,-1.0323718,0.02579093,-0.6849097,-1.7340434
4.945256,-2.8867278,6.1257443,3.2214377,6.567598,4.032465
5.4405155,8.592631,5.0390534,7.2291327,5.6449747,-6.3657813
7.4315224,0.5219134,-7.1483865,5.015934,-7.0436125,0.8783485
4.2550497,-1.9464592,-6.291045,2.673984,-6.204846,3.111053
4.947883,-6.7128644,-9.853278,1.6751777,-9.993123,7.4266334
7.087665,1.6547456,-2.451106,0.39670515,-2.2073417,-0.1537953
5.962283,-7.6097026,0.28108096,4.0365844,0.42471188,8.249999
3.3361092,-2.4619555,0.9666723,2.6794257,1.2644732,3.6031458
6.235646,9.569766,9.8361025,1.4301054,10.646688,-7.2827373
7.216673,-9.163124,-7.2715106,5.746011,-7.3268347,9.614005
6.340889,-3.1486022,7.4835405,8.958082,7.9385653,4.218263
5.403679,4.8765616,-5.9567676,7.6482997,-5.751546,-3.0507958
4.373706,10.444822,2.800385,3.468382,3.3325777,-8.076717
4.5515103,-8.582798,-2.5813704,7.6890364,-2.5455885,9.138263
5.2105,1.3628438,-12.416861,4.726362,-12.462499,0.11606553
5.692773,1.300924,3.7657943,7.903088,4.2130394,0.20160577
5.673111,9.757707,4.4467435,9.813637,5.02244,-7.4513445
5.728437,-2.8683867,-9.714871,7.9542294,-9.73394,3.9287057
7.618783,8.957473,-7.15994,-3.4221087,-6.912758,-6.7705574
7.0507336,4.9537106,4.2524147,-1.8452626,4.7512283,-3.1160097
7.128427,1.1011854,-1.9259331,7.465291,-1.6368022,0.3519291
3.721365,-3.6203132,1.0859112,2.8528314,1.3843077,4.6604075
5.8940077,-7.9158745,4.635944,8.297623,4.879833,8.558392
4.705351,-2.6673505,-10.2720785,4.619691,-10.337372,3.7598338
6.838961,14.55974,3.5442076,3.0994515,4.195901,-11.816314
7.021525,-13.82306,-1.8863211,8.896748,-1.8928217,13.865824
8.2563095,-5.889377,0.9323337,-1.2047484,1.1335776,6.7034135
8.183082,-17.84013,5.4934006,2.5875096,5.617526,17.51988
5.5366364,-11.131387,-11.024586,9.581972,-11.243775,11.410863
6.210024,-4.44611,11.817943,7.089242,12.3888445,5.4185066
6.311559,16.444038,-11.664646,4.5186267,-11.396948,-13.560374
5.4663854,4.3425446,-16.04917,5.3836555,-16.109499,-2.5912864
4.7373657,0.7522366,0.79128206,2.8950887,1.1517644,0.6743504
7.4161925,6.9320064,-1.137959,-1.575082,-0.74367714,-4.923741
4.894086,6.1178417,1.5622084,2.2221704,1.9934237,-4.153052
5.1501637,6.472628,14.3898535,0.99932444,15.260772,-4.444858
5.2009735,-8.491244,-7.9154425,0.9211487,-8.058999,9.033436
7.6745424,3.5269892,-9.125961,5.0363636,-9.047421,-1.8505161
5.9357452,9.523892,2.0802722,-0.17600119,2.6118555,-7.2632146
5.345182,-3.2331953,-4.394307,5.1160035,-4.2924147,4.3058743
6.841405,3.424183,8.813127,1.4807186,9.436245,-1.7184032
5.7556767,11.266576,5.2516785,5.7609305,5.8689175,-8.818017
7.705866,-6.487003,-9.492451,0.8231571,-9.585711,7.2265787
4.198661,0.28010076,-6.6372776,5.8981957,-6.5147343,1.1382813
3.8789108,-1.8811522,0.017989397,3.9509826,0.30487984,3.0752969
2.7151785,-4.9649305,-3.9719508,4.6358123,-3.8541589,5.8523254
6.004115,13.559334,5.4512453,8.071772,6.1238694,-10.888093
6.122134,4.457532,-1.2730091,-0.8949318,-0.9147898,-2.6727433
6.9267426,7.4902735,8.765194,7.840294,9.451866,-5.362745
7.538328,-6.2537727,-2.5799954,11.015387,-2.4749699,6.99553
5.450966,-3.632071,7.5714736,5.8070803,8.013481,4.6728997
3.763207,-3.407538,-7.741514,2.7153847,-7.6990924,4.465407
4.8370056,8.931118,-5.1229963,4.3638864,-4.7826185,-6.7269564
5.830838,10.599709,-8.9120655,7.707396,-8.622489,-8.209841
6.76884,-1.3835468,14.015953,1.608419,14.719413,2.6607373
5.8534803,-3.3015935,1.8170593,2.264149,2.0949464,4.367196
6.0858145,11.26683,11.291344,3.491146,12.118315,-8.813151
5.419268,-0.86348385,-2.0799024,-1.0154212,-1.8329536,2.1436667
6.020581,-16.865324,-2.1753848,6.769184,-2.2517061,16.60616
2.582853,2.5485961,3.8711648,1.188969,4.3809056,-0.9220309
6.2410893,9.806365,-0.15925303,8.7971,0.3072995,-7.462232
5.994295,-10.184924,10.52838,6.104105,10.926886,10.636861
6.2207527,8.439765,-1.2545614,6.0671883,-0.83611405,-6.2671604
3.2338815,0.8030184,4.1133003,3.0610952,4.534113,0.6673896
4.1756525,1.6752502,-10.459611,2.2385242,-10.428687,-0.18352544
3.1202812,-0.14204441,-2.584191,3.8047118,-2.3428094,1.4984833
4.4440165,7.811012,3.8493147,3.5696354,4.3765535,-5.6703367
3.847361,-6.86131,-5.160476,5.050989,-5.162992,7.558736
8.196192,8.510041,-6.226874,-2.8977551,-5.9513216,-6.365574
7.270994,8.243684,0.7181586,8.843115,1.1576095,-6.1158752
3.7360888,-6.9601064,-6.30012,3.6173453,-6.3229012,7.6465554
6.3922944,3.3242178,-6.692338,6.275125,-6.5106277,-1.6565666
6.779333,13.613475,-5.9265904,1.0407647,-5.576275,-10.977516
4.2273893,-0.18923834,-3.8715794,4.710508,-3.6780791,1.5278974
4.3151836,-3.1145828,-2.3017569,6.61585,-2.1130795,4.1922607
6.931225,-3.439135,7.5904727,-0.43126225,8.049524,4.4850082
4.162048,4.234916,7.9707456,4.791362,8.577603,-2.4312189
5.428914,2.9092412,-13.333488,-2.9640615,-13.420067,-1.2927569
6.294559,1.8684111,-15.29608,9.261221,-15.378958,-0.3136997
3.8228807,-3.3184636,3.6828282,3.2822433,4.038907,4.402511
7.6509886,-6.6232734,7.1859717,-1.4124105,7.508703,7.400479
3.165006,-3.3918927,2.1354523,2.0589747,2.4146187,4.4887652
8.235287,7.763824,12.893901,1.8421377,13.686384,-5.641821
7.1900597,5.3222804,8.834498,6.4722533,9.509208,-3.4322078
5.1735864,-4.3159566,-1.9739189,2.1025064,-1.8139031,5.293823
2.8877327,1.9046553,-0.95484245,3.6283493,-0.6260456,-0.34790504
3.9692788,0.7620953,1.9828565,5.610402,2.3729777,0.73745275
4.4747496,3.0543487,2.178438,0.8652959,2.654963,-1.3915613
2.4335098,-0.69910026,-6.1574774,4.546952,-5.9907866,1.9895611
