0,1,2,3
0.107216045,0.08289919,0.28027973,-0.012409702
0.3977601,0.22504315,0.78611827,-0.27897117
0.19391716,0.28702524,0.65687096,-0.26493275
0.2817403,0.32647794,0.7985744,-0.1623897
0.2405624,0.2737074,0.67450386,-0.14481468
0.29443762,0.29121602,-0.5419041,-0.34566885
0.2908094,0.25062695,-0.2639084,-0.21260825
0.26740396,0.2233895,0.43192834,-0.30000877
0.1649344,0.17036584,0.32887036,-0.20250383
0.19822511,0.16377923,0.3762192,-0.19041893
0.14283517,0.12721679,0.3892581,-0.042208426
0.16692501,0.20564179,0.3032596,-0.2242183
0.3536883,0.1593927,0.00045906007,-0.33968353
0.093649484,0.2558267,0.106266044,-0.0994795
0.32482278,0.49674672,0.8042473,-0.1395362
0.14671415,0.2385548,0.5277927,-0.12086755
0.22111121,0.15810978,-0.09163268,-0.20066425
0.2149032,0.2671502,0.5141187,-0.033261128
0.14866142,0.24586605,0.11910219,-0.03882367
0.14412378,0.41073376,0.16397768,-0.23358306
0.2576241,0.29573253,0.9295066,-0.3037822
0.41922837,0.25992647,-0.07056323,-0.49351376
0.3397109,0.20756726,0.63740784,-0.22975355
0.26852465,0.22143266,0.68690777,-0.23346886
0.3521652,0.38764897,0.13703305,-0.009031564
0.25847772,0.17045671,0.46082664,-0.21230689
0.13000113,0.23389542,0.4053106,-0.041522413
0.17965393,0.26329505,0.27167514,-0.018650994
0.3329289,0.26825485,-0.5680382,-0.39173907
0.35276008,0.20040967,0.14579028,-0.36316967
0.28973204,0.20634818,0.5642227,-0.28081495
0.1334759,0.1581417,0.03280811,-0.15041423
0.11025751,0.30932713,0.24278331,-0.124353446
0.296026,0.15018512,0.17318746,-0.20276837
0.25416958,0.39034438,0.34184584,-0.057198666
0.14529106,0.3012744,0.17485696,-0.0831469
0.35071102,0.42936328,-0.15568401,-0.031344756
0.37278754,0.16723204,0.4736115,-0.28500682
0.16052195,0.24921028,0.38216853,-0.035368666
0.41433233,0.4865998,1.3540128,-0.2638204
0.24003361,0.23760131,0.72949755,-0.24551082
0.20967552,0.35491303,-0.4286714,-0.3001874
0.121825285,0.4222464,-0.013383023,-0.30949843
0.0997478,0.1111192,0.40868697,-0.019080043
0.37024835,0.15868856,0.15357164,-0.30991244
0.136652,0.3179031,0.5777824,-0.1921964
0.33835477,0.17561455,0.50162125,-0.22819535
0.31691873,0.41584283,0.8160905,-0.13365418
0.34338945,0.23039585,0.3481667,-0.0990468
0.19650975,0.3176918,0.3915667,-0.35390997
0.3780102,0.37884206,0.71886504,-0.088029906
0.27872878,0.4508474,-0.25131494,-0.108404584
0.29324096,0.19201647,0.04433328,-0.28524232
0.30543888,0.23729172,0.35804853,-0.3878485
0.28532255,0.20502976,0.51427245,-0.11590352
0.31240055,0.16448094,0.46331888,-0.24790049
0.26337427,0.16431715,0.41744256,-0.25514308
0.23348284,0.27902848,0.6796212,-0.13566774
0.25259233,0.15672684,0.058080897,-0.09362135
0.22473219,0.3486766,0.4686347,-0.061331704
0.23048082,0.2998655,0.052054696,-0.017901793
0.14368829,0.2667738,0.2158072,-0.04602743
0.31318516,0.27025977,0.27264825,-0.4011029
0.236305,0.25631866,0.6725315,-0.15840992
0.34711558,0.26218683,0.32805634,-0.06035404
0.17722224,0.14301598,0.010979943,-0.08541277
0.1633021,0.35679337,0.27064413,-0.13106798
0.24847561,0.36988512,-0.5978883,-0.28890443
0.41094142,0.23049736,0.7594191,-0.24117206
0.12803373,0.11652941,0.36812675,-0.014078505
0.3204238,0.30256784,-0.45165142,-0.18933299
0.46186477,0.19414413,-0.12875494,-0.3363588
0.20222342,0.22328308,-0.11568308,-0.08250298
0.29991597,0.1986999,0.5892231,-0.2562323
0.16398731,0.18919918,-0.0384845,-0.18676616
0.14670362,0.15846461,0.47351092,-0.0470927
0.2237887,0.5097021,0.55290884,-0.18384555
0.22963355,0.44120383,-0.49931177,-0.20662841
0.27909228,0.33471724,0.16724117,-0.027017936
0.08190038,0.068733014,0.14029743,-0.033694707
0.30053422,0.30279213,-0.3187637,-0.11103387
0.28309688,0.4046831,0.25611794,-0.06491349
0.24516167,0.3444369,-0.08050434,-0.095445134
0.36446136,0.38155666,0.6838233,-0.09203894
0.26642698,0.30007416,0.23235902,-0.0023102611
0.3011326,0.13989623,0.04243069,-0.22610149
0.16429779,0.31536275,0.20878221,-0.05782163
0.13851261,0.21364595,-0.10538657,-0.15543102
0.3959465,0.1623968,0.49907824,-0.31755233
0.26539868,0.16814032,0.48360026,-0.14765474
0.24634083,0.23191267,-0.24758923,-0.16822228
0.24902195,0.3146032,-0.24519998,-0.11987778
0.4250945,0.31742758,0.7858114,-0.13179624
0.3086902,0.24502178,0.2698588,-0.022921681
0.41611242,0.24974316,-0.5658172,-0.35347015
0.15160505,0.1934771,0.21199131,-0.20528138
0.13328707,0.11498079,0.2425124,-0.13108315
0.3428123,0.13973455,0.09927181,-0.19398992
0.23193869,0.4617951,-0.24414209,-0.21222772
0.20144747,0.21861956,0.25555426,0.00252299
0.15154846,0.32731926,-0.0037144125,-0.13071328
0.24217513,0.38053554,-0.7182113,-0.40591347
0.29065585,0.44897288,-0.5258598,-0.1531747
0.23102963,0.39536846,-0.4931243,-0.2285524
0.27934903,0.28045127,-0.4512239,-0.36599326
0.121398695,0.26447296,0.5604178,-0.116390534
0.47328764,0.2892568,0.2866215,-0.07803293
0.2690937,0.32715768,0.78915054,-0.3817734
0.212794,0.3061812,0.32736313,-0.04164274
0.16375394,0.21895112,0.2518295,-0.012874447
0.26672262,0.3295058,-0.39306456,-0.1624041
0.31251347,0.3891414,0.029818002,-0.03870541
0.39707348,0.49391973,-0.5736058,-0.15285587
0.40570682,0.27833128,-0.2456787,-0.17088807
0.26680762,0.26419985,-0.416643,-0.28362453
0.27214658,0.19469428,0.39197543,-0.2788493
0.36369136,0.14537619,-0.013253018,-0.23875877
0.2634164,0.19730502,0.1637736,-0.2847168
0.18022648,0.24261948,0.16751894,-0.008328669
0.24461514,0.18838747,0.26145476,-0.2681194
0.25786644,0.36529046,-0.21352306,-0.102941506
0.31279865,0.35733283,0.50840235,-0.036181584
0.09919666,0.14736019,0.061651696,-0.10795965
0.22809292,0.3793148,0.5271313,-0.095037766
0.16085003,0.2717739,-0.016062811,-0.2514699
0.37409413,0.25035343,-0.34594378,-0.2583429
0.35427046,0.34182122,-0.94526523,-0.51441956
0.42932415,0.31372616,1.0065122,-0.25503814
0.3641134,0.5157015,0.8616102,-0.10019772
0.09420409,0.10889383,0.4239274,-0.0133349
0.4127893,0.3998061,0.56281435,-0.036921263
0.21407968,0.41232222,0.51100415,-0.12998843
0.2814831,0.18551989,0.04663617,-0.14176574
0.24058005,0.21769175,-0.1718821,-0.12571982
0.088805154,0.18943812,0.14726996,-0.1599006
0.11560878,0.35640907,0.42162037,-0.25844336
0.23953551,0.40255094,-0.49637648,-0.20415919
0.08586298,0.19859883,0.30612424,-0.111104354
0.06134446,0.08377425,0.22497082,-0.073828235
0.3895998,0.42839718,0.46202338,-0.020031914
0.13620624,0.3048053,-0.094906285,-0.28822565
0.13855177,0.095862836,0.16027048,-0.057765834
0.099393666,0.3833668,0.07625995,-0.2953483
0.14896327,0.31579182,0.28609318,-0.06886458
0.20423198,0.19054925,0.57466274,-0.12278074
0.26992816,0.3852802,0.25436872,-0.06059198
0.21975176,0.3554371,0.79332703,-0.31078696
0.14753023,0.20623514,0.49631906,-0.028787017
0.3482486,0.1798641,-0.17812142,-0.2371108
0.20099904,0.26379052,0.6101452,-0.09446864
0.22135904,0.24366164,-0.17668363,-0.10869576
0.39378798,0.23225914,-0.4617619,-0.39195085
0.30079755,0.3514372,0.83722425,-0.15085685
0.16027556,0.32714775,0.50969493,-0.12702818
0.24382491,0.3329124,-0.07323128,-0.06611576
0.42220336,0.14747928,0.24385573,-0.3250974
0.31605375,0.35152555,0.73241705,-0.103119284
0.2170551,0.28429773,-0.115813866,-0.07308785
0.3537821,0.241442,-0.10774577,-0.15183899
0.27899808,0.40893346,1.0015991,-0.22762768
0.20792906,0.21512872,-0.04231087,-0.26366234
0.3999477,0.3711567,0.6807819,-0.057412267
0.05214517,0.089933135,0.32201284,-0.062046517
0.1089685,0.19475405,0.49273095,-0.08393829
0.29055092,0.13641362,0.17029104,-0.14827839
0.22935817,0.18627603,0.4947388,-0.07144647
0.30104172,0.48135817,-0.8388729,-0.2606696
0.30401206,0.32047725,-0.040694118,-0.0176536
0.14302692,0.14065024,0.32251766,-0.15651797
0.29152152,0.40732503,0.5957522,-0.086036704
0.21551472,0.256976,0.6462733,-0.15823066
0.31645066,0.32831454,1.1920761,-0.45995867
0.26961163,0.29138014,-0.21168211,-0.07991014
0.053362384,0.12905023,0.38918898,-0.048317812
0.1292884,0.2564233,0.14016247,-0.22945493
0.18812501,0.15268552,0.0021073632,-0.06877821
0.22364719,0.47112313,-0.48814386,-0.24819458
0.27875617,0.3133803,0.5261226,-0.44402754
0.23328558,0.30547148,0.7570795,-0.20923762
0.22934753,0.29197454,-0.26460782,-0.14797689
0.31371933,0.32668224,0.86318654,-0.19177352
0.25523704,0.24910206,0.5156272,-0.30577698
0.30005556,0.2524904,0.066077106,-0.028058335
0.2633941,0.3762152,0.97601104,-0.33038783
0.14940652,0.22083743,-0.10862259,-0.12228349
0.30309862,0.2741079,-0.50291467,-0.32154548
0.21314336,0.27009764,-0.1356765,-0.08190229
0.32659817,0.29066575,-0.60696054,-0.33901846
0.108199745,0.1012846,0.28178892,-0.091656715
0.2660041,0.15982471,0.10726883,-0.25141227
0.28097516,0.33387846,-0.16834298,-0.06832866
0.28035623,0.38362396,-0.13479649,-0.11030898
0.12234399,0.1778968,0.1881479,-0.16828376
0.21933681,0.38446635,0.8312546,-0.32137135
0.13487269,0.11009521,0.27713192,-0.017988272
0.32870257,0.21275416,0.68067485,-0.3126745
0.2717644,0.33644125,0.8857371,-0.26290083
0.2888932,0.21965328,-0.25582123,-0.23906597
0.34343642,0.28005433,0.806224,-0.19609417
0.31375232,0.29522216,-0.6730945,-0.43505478
0.27261645,0.25644982,0.13897207,-0.3478958
0.27607238,0.4178565,0.1752412,-0.07606674
0.3265549,0.18329316,0.5159232,-0.17451155
0.12339227,0.34136936,0.46293753,-0.18309075
0.37196273,0.14417487,0.31402278,-0.21065027
0.20629595,0.286767,0.6780955,-0.17325957
0.17313671,0.1132483,0.32086802,-0.079059966
0.23392189,0.1849592,-0.018545654,-0.23840973
0.25429696,0.19573157,-0.028393708,-0.24391568
0.32530233,0.28480387,0.66522574,-0.10024097
0.29356134,0.2336784,0.6970669,-0.23078397
0.12691346,0.26653337,0.20513152,-0.25974077
0.07622803,0.15592837,0.3308951,-0.047653638
0.1372435,0.26541683,0.110600084,-0.24196988
0.23463951,0.17135885,0.43673015,-0.21226028
0.14352962,0.13057888,0.5012747,-0.12505805
0.2235086,0.29460135,0.69806117,-0.20467362
0.29571936,0.3439513,0.5433288,-0.042720243
0.22558533,0.16987523,0.055846885,-0.23579413
0.20299776,0.3141321,-0.09552145,-0.081895925
0.2786601,0.18084103,-0.1726307,-0.27075243
0.31176317,0.31283942,0.78531146,-0.13472274
0.4407372,0.55572337,0.7576645,-0.0664843
0.14060277,0.1311897,0.40618843,-0.10157655
0.24535146,0.32501525,0.029684804,-0.047986448
0.17727119,0.18212186,0.30919394,-0.220467
0.22245808,0.36721656,-0.46363506,-0.23353717
0.110044576,0.2000897,0.2371633,-0.024891421
0.33026397,0.212322,0.117076136,-0.06890737
0.33431596,0.2087644,0.6082565,-0.26186967
0.34810072,0.19405286,0.013288826,-0.19818321
0.3552511,0.15584777,0.08590101,-0.16614228
0.2592707,0.41511172,-0.6221407,-0.25359073
0.3484564,0.30699673,0.7285677,-0.49853563
0.21213354,0.2087864,0.55990624,-0.08682773
0.30025876,0.2612429,0.78656244,-0.22535223
0.29764628,0.14173765,0.05480024,-0.2577708
0.28089795,0.3983785,-0.5781646,-0.2388853
0.19252697,0.28816202,0.38793886,-0.3130441
0.16030446,0.24367927,0.46004474,-0.04309106
0.24134451,0.17064166,0.37655795,-0.22756335
0.19102293,0.18647063,0.15103462,-0.223428
0.20268995,0.1668734,0.3973432,-0.04754816
0.25661978,0.37073296,0.8301611,-0.1668635
0.08758003,0.27535602,0.19363621,-0.20480172
0.30308896,0.19563104,0.5939231,-0.24740916
0.20355058,0.31247607,0.6088499,-0.15731186
0.15583429,0.32952148,0.50824666,-0.1587011
0.1343543,0.31869748,-0.04451491,-0.15606709
0.17610946,0.23135915,0.5475701,-0.22318634
0.2949807,0.2740872,0.0041764528,-0.025062963
0.2705558,0.18688524,0.5360836,-0.20417197
0.38270646,0.25803143,0.00087667257,-0.06358537
0.31018025,0.28983483,-0.030377306,-0.071632214
0.07860965,0.28760397,0.18554568,-0.19079417
0.33064204,0.3927577,0.38470197,-0.02278468
0.40112507,0.14244358,0.1725189,-0.3121464
0.23268123,0.27547157,0.41207924,-0.026040733
0.37904346,0.16882183,0.4858534,-0.32335854
0.35676748,0.30976936,0.6978935,-0.088037014
0.13306952,0.34754103,-0.12500107,-0.20246254
0.24245304,0.39083347,-0.40051633,-0.21289885
0.18548414,0.28168795,-0.19538525,-0.24709629
0.18845704,0.26301068,-0.10989207,-0.05421028
0.41403782,0.23581931,0.8041076,-0.3361584
0.25139585,0.21206838,0.399624,-0.04168228
0.14256103,0.28026238,-0.10530685,-0.20110175
0.32038873,0.42271376,0.05903685,-0.046493366
0.2911839,0.1439134,0.32698485,-0.2223611
0.14833763,0.19688702,0.16135249,-0.21927352
0.21091238,0.21697053,0.6498905,-0.1722945
0.24916345,0.42064285,0.6231307,-0.123117015
0.07119191,0.2312205,0.15640353,-0.11917344
0.20335808,0.30248022,-0.07177903,-0.050832912
0.28940886,0.44614533,1.0722533,-0.28431678
0.25299338,0.16916943,0.47931415,-0.17990513
0.35576814,0.35305068,0.019761577,-0.013307378
0.46747613,0.38865134,-0.44533628,-0.117268205
0.34936762,0.42721227,0.82948226,-0.1040474
0.335568,0.35208955,-0.3009665,-0.08724309
0.44018638,0.28137213,-0.68161464,-0.39637142
0.33669785,0.26902035,0.24805865,-0.4271037
0.3105537,0.36099854,0.066346794,-0.025970727
0.106755584,0.13835189,0.018363353,-0.09081799
0.24374756,0.12257467,0.20893288,-0.13528857
0.38680267,0.47643062,-0.12001526,-0.03491263
0.13525748,0.42077458,0.54494214,-0.31495062
0.15214089,0.38894966,-0.21921524,-0.2572804
0.17976406,0.12613085,0.36375567,-0.08338874
0.21403636,0.19188125,-0.039421573,-0.10736943
0.1710347,0.263688,0.38724038,-0.05369717
0.23749463,0.4280746,-0.53109443,-0.20409295
0.12514955,0.3681056,0.25631627,-0.27412724
0.18151975,0.21623117,0.62987006,-0.159043
0.2618053,0.2948112,-0.44273633,-0.25790912
0.1561659,0.27938092,-0.028023604,-0.24290946
0.30801168,0.20804402,-0.13303247,-0.2742672
0.1265426,0.19770978,0.52617025,-0.06629035
0.297208,0.33392274,0.48268074,-0.042600125
0.13924761,0.1241237,0.38968307,-0.09493839
0.284715,0.24383588,-0.32240254,-0.2018363
0.23132518,0.27690312,0.53111947,-0.07955893
0.21240404,0.34824717,0.7749527,-0.19538322
0.16072467,0.32691133,-0.009677801,-0.28586254
0.30716258,0.20149073,0.47140944,-0.3574521
0.2609539,0.23245923,-0.3389117,-0.34116653
0.11130428,0.15813714,0.28203458,-0.002863653
0.38861817,0.29627234,0.6381416,-0.12089531
0.23900983,0.40538868,-0.058759518,-0.1194367
0.078646824,0.3098825,0.22094095,-0.2215546
0.13984615,0.22394447,0.48702213,-0.10561849
0.117187195,0.15204829,-0.011328183,-0.13527623
0.20408258,0.2159706,0.65903664,-0.20786174
0.20538412,0.25568062,0.53742087,-0.2898407
0.25342432,0.47900462,0.8586985,-0.19379954
0.3802266,0.14574943,0.04177238,-0.26907372
0.2472167,0.3879165,0.00044690073,-0.100231655
0.2543507,0.29456675,0.53640646,-0.052774683
0.18131402,0.13664779,0.014005654,-0.102460176
0.2450912,0.17388761,-0.003598176,-0.08702398
0.16573785,0.27775955,0.41069534,-0.081398785
0.30995715,0.36643243,0.86022544,-0.1511139
0.24679554,0.2607507,-0.2609974,-0.2295177
0.35984802,0.24414879,0.67836595,-0.13518491
0.15346316,0.13523811,0.050407004,-0.10160954
0.2618998,0.371773,-0.21840352,-0.10016934
0.40301853,0.18429582,-0.082904615,-0.26160622
0.16756204,0.1392884,0.36527637,-0.036436364
0.29435048,0.26107877,-0.33350042,-0.17088112
0.2785638,0.28449154,0.6137023,-0.09158838
0.41276735,0.47258812,1.2056736,-0.2206592
0.0491577,0.13058159,0.13285837,-0.06144748
0.3834738,0.4593293,0.27822515,-0.05779259
0.16357678,0.3273578,0.032889564,-0.295905
0.27936667,0.23621494,0.488919,-0.06950148
0.23913802,0.28843483,0.2988709,-0.35726053
0.26651484,0.23278207,-0.13380814,-0.13204026
0.36016417,0.22768757,0.20297435,-0.06304401
0.1301603,0.1609678,-0.061347455,-0.1598144
0.20905507,0.3029542,-0.19033304,-0.12845384
0.3092062,0.41718912,0.6707791,-0.097280435
0.16911744,0.3472639,0.011950597,-0.14334372
0.2690578,0.36187086,-0.05491116,-0.038085908
0.2151961,0.28998682,0.27052587,-0.017060965
0.3850984,0.33255804,0.06656341,-0.05413185
0.23599432,0.30243,-0.313503,-0.1534673
0.20727545,0.14251366,0.35614595,-0.068192735
0.18508595,0.3174026,0.2073139,-0.06056296
0.23200595,0.46274602,0.7897771,-0.22128141
0.25256312,0.2837903,0.8113092,-0.25166857
0.13841403,0.29600015,0.041542105,-0.25144595
0.14703894,0.3302583,-0.08959103,-0.32484323
0.24990013,0.4125924,0.8940296,-0.22085421
0.18623427,0.30796143,0.4313568,-0.34404913
0.27717203,0.3920205,1.0211401,-0.23066272
0.12414202,0.28372347,0.12435355,-0.23296545
0.20380877,0.25989652,-0.28595328,-0.25917006
0.36272746,0.19273137,0.59966284,-0.28371632
0.072077736,0.19850922,0.37887198,-0.06784654
0.17187238,0.4208292,0.4186672,-0.19881849
0.23538221,0.3906374,-0.4789734,-0.22360516
0.22050735,0.34745398,-0.38852018,-0.22844195
0.3293202,0.5196794,1.0358067,-0.17627317
0.18315598,0.33049446,0.5964203,-0.19178356
0.33820525,0.3191804,0.9936682,-0.22834036
0.17051816,0.2602217,-0.15317468,-0.24905816
0.48946953,0.15763791,-0.02437495,-0.3046843
0.16118485,0.39432782,0.66222423,-0.38659474
0.30618167,0.49757534,-0.12746948,-0.14342381
0.33551744,0.24119148,-0.10645952,-0.07845001
0.21437737,0.2556247,0.60684234,-0.24338281
0.20066544,0.18582559,-0.04213445,-0.0528353
0.24081461,0.35355753,-0.39811176,-0.17366272
0.3872739,0.22839352,0.674398,-0.19684479
0.18184218,0.22914886,0.5189163,-0.20850587
0.14174265,0.33754545,-0.08417779,-0.13956048
0.44216186,0.24340492,0.7158568,-0.20183392
0.08885157,0.24885318,0.23955034,-0.13528049
0.27972618,0.15800187,0.38152885,-0.23631725
0.24543808,0.35883242,-0.6077228,-0.31321433
0.2493024,0.19303942,0.34366632,-0.2697666
0.27693707,0.19922116,0.5513807,-0.2840449
0.34130275,0.27390686,0.83799577,-0.36696124
0.262255,0.33453524,0.7644936,-0.16967753
0.25480342,0.3603117,0.83878475,-0.18568005
0.34877706,0.4581232,0.2960142,-0.04953233
0.37229308,0.2936333,0.76818687,-0.1249984
0.09791382,0.41540986,0.43995214,-0.25259924
0.37514478,0.5586761,1.4203253,-0.29055583
0.1798675,0.25508818,0.48405215,-0.24476567
0.27745754,0.3401802,-0.013426945,-0.036079675
0.24043477,0.3130805,0.7801518,-0.2594508
0.05944556,0.1344891,0.2765717,-0.06604055
0.26811096,0.14891589,0.16138437,-0.21159023
0.3974665,0.5234988,0.45441225,-0.08071533
0.2635402,0.18670681,0.5311695,-0.16636932
0.24350855,0.23744082,0.09114816,-0.0060340464
0.25559643,0.1841828,0.4103588,-0.0731732
0.26571253,0.3281257,-0.4792592,-0.20623052
0.11741977,0.1911287,0.13535619,-0.016851194
0.35085386,0.21841925,0.66099787,-0.30451795
0.31498182,0.36519587,-0.7416004,-0.31672487
0.28301805,0.21466836,-0.089781635,-0.16291898
0.24931504,0.35583815,0.77388215,-0.17043301
0.21428588,0.33527184,-0.40392,-0.24742341
0.36147118,0.48876172,1.0632573,-0.17178315
0.11407082,0.11402459,0.15008447,-0.11512056
0.295313,0.3156321,-0.13853906,-0.043423206
0.2440001,0.5112335,0.19737011,-0.17435962
0.39921597,0.48811793,0.34091544,-0.045067817
0.22309,0.19701791,-0.020368855,-0.1002992
0.4756202,0.2127928,0.1293943,-0.48482093
0.26132125,0.32638836,-0.35497516,-0.14317362
0.453345,0.55753815,-0.33496267,-0.055673927
0.3018003,0.3072136,0.7376407,-0.1308947
0.13337713,0.28214315,0.40407917,-0.25740772
0.21779911,0.35258102,-0.06721655,-0.121485196
0.15253659,0.22435114,0.31010005,-0.23706865
0.1918286,0.31920075,0.61583316,-0.14891694
0.4107806,0.3692124,0.6387156,-0.08435893
0.18413787,0.44305888,0.087115355,-0.19056328
0.35859984,0.34364706,-0.19281778,-0.09412433
0.20498453,0.22047928,-0.07913251,-0.2473219
0.3409587,0.41070533,0.054332048,-0.04462798
0.14818262,0.20765942,-0.07139276,-0.08049169
0.38194203,0.16437933,0.40677923,-0.23068015
0.2159898,0.42012525,-0.23364605,-0.17830458
0.2686097,0.34450442,-0.5921616,-0.3210736
0.31881252,0.41979408,0.3072925,-0.035937846
0.086399145,0.27436876,0.21972154,-0.104966745
0.2679202,0.25891024,0.75667936,-0.2792874
0.17692184,0.29234737,0.5592387,-0.19375512
0.42607048,0.5539682,0.2937118,-0.10754169
0.19273783,0.38320857,0.20536412,-0.08910553
0.24689856,0.3884089,-0.4641906,-0.18350816
0.2234658,0.12033217,0.24117956,-0.16353995
0.2232118,0.29453912,0.4737913,-0.33441874
0.13085975,0.1867879,0.47664595,-0.097187325
0.13118255,0.29722118,-0.004068099,-0.29072213
0.26126346,0.4491711,0.99503505,-0.3147835
0.31622517,0.34032843,-0.3225292,-0.10742623
0.26895767,0.22326669,-0.1428459,-0.26111463
0.32486045,0.2021026,0.23876253,-0.34107298
0.30375034,0.28376403,-0.5754145,-0.40765855
0.28415906,0.33562303,0.72274226,-0.11166626
0.0859054,0.103977896,0.34852365,0.0025798827
0.25363088,0.15267938,0.20955905,-0.22839183
0.34194374,0.28784275,0.45927253,-0.04975231
0.23036602,0.43095392,-0.3916582,-0.20354664
0.13925177,0.23814502,0.4457305,-0.1688573
0.17043829,0.2627418,-0.17695612,-0.24653031
0.28330708,0.15874544,0.16544229,-0.24374342
0.13157342,0.2919206,0.46954098,-0.23687026
0.1895468,0.24034971,0.32168362,-0.27414143
0.19160353,0.31733227,-0.28699803,-0.18844797
0.3371237,0.1630648,0.29073927,-0.18889597
0.12214618,0.29744133,0.016748488,-0.25277194
0.118193015,0.20964962,0.41684136,-0.12082755
0.13618904,0.09103348,0.23637241,-0.046257295
0.3328175,0.35245538,-0.9162187,-0.46363765
0.19693361,0.18122742,-0.06289752,-0.18238127
0.3477255,0.2731706,0.44773132,-0.42018577
0.1414602,0.2522936,0.46946082,-0.21714616
0.2565177,0.35406607,-0.6005947,-0.29392374
0.3368054,0.19944803,0.65509,-0.24846643
0.21487841,0.26005387,-0.30261564,-0.227947
0.26763177,0.22610667,0.2087144,-0.041823544
0.22845641,0.16017075,0.035549667,-0.1844432
0.30282468,0.40083775,-0.53499156,-0.18196918
0.33540648,0.23588783,0.30176115,-0.40054166
0.20777819,0.20170745,-0.163634,-0.20187724
