psi,f
0.05227664104905286,0.003175658490119139
0.0077166175478857076,-0.002235505399460335
0.03889460495182519,0.003059452373377733
0.0060759246878760356,-0.0011480622983045885
0.029683075025406343,0.0028840307653840306
0.003496667735142173,-0.0004290145488344147
0.02431253836120619,0.0023730902728749505
0.0015049114981739626,-0.0001171680603198811
0.021508414525287255,0.0016597863773272184
0.0004933323526413085,-2.2995639769896097e-05
0.020158697286333446,0.0009905065472491485
0.00012471940755820663,-3.0357486462889374e-06
0.01955820051708136,0.0005090269635524877
2.4521409275140794e-05,-1.9927348172772813e-07
0.019314197372510736,0.00022711987224753914
3.771572846841523e-06,1.4955446604759734e-08
0.019224823459780632,8.85294709891375e-05
4.5573199246940617e-07,6.0417628636665094e-09
0.019195555106174465,3.0284026319448777e-05
4.339964475690548e-08,8.967908334004257e-10
0.01918701558713641,9.122223705254003e-06
3.2652357402615667e-09,8.756739407360984e-11
0.01918479761381524,2.425868686034519e-06
1.9446067931185888e-10,6.253871271340492e-12
0.0015624281821803002,-6.176996316240209e-08
1.8147059899449233e-12,-5.0132702718828954e-14
0.0015623389665975203,-2.7100503468912147e-07
4.029837447303873e-11,-1.332015628533094e-12
0.0015619507418433154,-1.0483353553324422e-06
7.043116962091525e-10,-2.7940727608791485e-11
0.00156045554760937,-3.562364558739861e-06
9.645770626324527e-09,-4.61848170124289e-10
0.0015553814400041809,-1.0577353392308972e-05
1.0288809521296809e-07,-6.002218122821375e-09
0.001540330620105819,-2.7219775569988645e-05
8.473654008075641e-07,-6.115821943118845e-08
0.001501915809999226,-5.989472796197643e-05
5.318834466490964e-06,-4.868258529070407e-07
0.0014201220211947229,-0.00010984224505722088
2.4929951811065648e-05,-3.0132578052701804e-06
0.0012837958810630137,-0.00015820268892262495
8.427538239279515e-05,-1.4412435215268873e-05
0.001131914109268545,-0.0001459861130332103
0.0001924229592252068,-5.2832939064254e-05
0.001088442632743638,3.310276326088449e-05
0.00025739792429096096,-0.00014698456584512581
0.0012944760491125432,0.000492248573065547
0.00015914531399183917,-0.0003083884011771202
0.0017920321704387638,0.00123386131027767
0.00042704717078217964,-0.0004990911202310754
0.0029033714669321337,0.002005708210001066
0.0028044346090277837,-0.0007105863214284044
0.006338964505130393,0.002346292122217603
0.008011822876791627,-0.0011539529288997097
0.014848126739326757,0.002027887124982768
0.011735235341410244,-0.002105245865991367
0.02760175451183605,0.0015471072885222025
0.008266898362450656,-0.0031252788249183077
0.03589792808915476,0.001727508042096781
0.0028983382448292665,-0.002917445968069819
0.029937383855910722,0.0024334910065624176
0.0108724185454603,-0.0011448029868940312
0.013627992847786825,0.0023301235153999015
0.033669985849134436,0.0002707859261873828
0.005415079977046664,0.0007663099247939135
0.049037829168813524,-0.0002536008010030604
0.01755425120885831,-0.0009006743129637289
0.039162162539340226,-0.001069062288909242
0.04012678009325255,-0.001124622861507803
0.01603403511242595,0.0001414868843739944
0.052487872951706566,-0.0004783803977617025
0.003937367747268548,0.0023754809675854776
0.04600591603719468,-0.0006631738343112251
0.008285896440648971,0.003053429538682873
0.029202608414459923,-0.001949358849416295
0.015621156844175286,0.0020546992646297
0.014461024089826826,-0.0030459635199917186
0.015542097936138661,0.0011870240400880267
0.006707031416065764,-0.0030228782054398454
0.00990290864540027,0.0011704118228296175
0.004010514565168226,-0.002190397938411267
0.004564380250711664,0.0012978656174729734
0.0032063905531436398,-0.0013037000614323853
0.0017882836731284953,0.0010416702729319305
0.0027356195706467984,-0.0007321926091055914
0.0007387138377527807,0.0005846205897581064
0.002307769451682284,-0.0004341024661500891
0.0003300891883537429,0.00023696169707179145
0.001976762020423885,-0.00026915392128328187
0.00013281232385991434,7.13147444447593e-05
0.0017666564688847326,-0.00016018905530062991
4.240549618681576e-05,1.624070571304187e-05
0.0016521618449987978,-8.597890058172682e-05
1.0359160245859974e-05,2.8347630204332163e-06
0.0015975103102829227,-4.062496795427582e-05
1.9324523809831674e-06,3.8262852677261896e-07
0.0015746053645101696,-1.6809762346032575e-05
2.7705465997270534e-07,4.019392902213058e-08
0.0015661854126540996,-6.096971404030794e-06
3.074550014358734e-08,3.3015931434729127e-09
0.001563468380815239,-1.9429818913576816e-06
2.656921464815272e-09,2.1283222534039905e-10
0.0015626967994890914,-5.453027721319483e-07
1.7965614898100007e-10,1.0797704427905161e-11
0.09867712659399731,5.104371113260296e-06
2.352420049009368e-10,1.9514936995130086e-12
0.09866959306383769,1.96057406936993e-05
4.063821873181034e-09,3.9854469109245005e-11
0.09864045885086217,6.665813168413454e-05
5.577145881724908e-08,6.532354742865025e-10
0.09854006359785708,0.0002002280711048243
6.074155817617768e-07,8.578682270200616e-09
0.098232346145063,0.0005300022338459959
5.242546050908763e-06,9.013206039164674e-08
0.09739646179987671,0.0012317504773891905
3.578768481620801e-05,7.567018597437224e-07
0.0953986653335977,0.00249964661952969
0.00019268774232533538,5.071865926704338e-06
0.09125480963454045,0.004390354080060179
0.0008149704332602381,2.7116934422605748e-05
0.08397905177928972,0.006569205948851938
0.0026913164808799097,0.00011546918141698703
0.07365478944677212,0.008104600546424916
0.006875632810528847,0.0003900560185869952
0.06297615455755126,0.007570902407784841
0.013395755569414133,0.0010352331598012256
0.05767612031699892,0.0036504014923800228
0.01946183838688929,0.0021122562294475
0.06383063022543502,-0.00387300309762805
0.02037874970734208,0.0031545015815200774
0.08300397522465566,-0.013208914250773671
0.014835033082708345,0.003024857822915124
0.110522218881831,-0.02052895506198338
0.008379438062888218,0.0008981132861877799
0.14020491554575787,-0.021653889699359035
0.007644799615542264,-0.0020360994600514605
0.17005999321164592,-0.015341330129063527
0.011754952073164907,-0.0028806799601971563
0.20092083549997458,-0.005588637024265925
0.01412291840468202,-0.0005785264954175934
0.23000196932412295,0.000745996904592441
0.011756261469829145,0.001957548935002373
0.24894567546257682,0.00028335084268226547
0.008308777826435883,0.0015143614390401925
0.2497293567347222,-0.003455016569301278
0.0087374262461343,-0.0009763362581493166
0.2319351850697721,-0.004171799166284832
0.013461866959863514,-0.002293615739503759
0.2036337089688848,0.00045629539313327746
0.01780814166877987,-0.0016229437932012512
0.17516676916460927,0.0072966337266704775
0.01723317978619708,-0.0006895725749420465
0.15246762567378092,0.011885279141067014
0.012164079769465071,-0.000593226843125608
0.13594698360628837,0.012349354234151863
0.006429954097212172,-0.0008513826901693257
0.1237573737260165,0.009726235544956212
0.00267368001933017,-0.0008261565583558874
0.11456590083188598,0.006106593613903676
0.0009568091233436058,-0.0005320962849974239
0.10791752083736189,0.003053733888417137
0.0003287208617222886,-0.0002439550695927648
0.10354465813819905,0.0011410237368999665
0.00011132462216123566,-8.348678150532025e-05
0.1009864656448281,0.0002308548389650016
3.418767410254522e-05,-2.1976040629681214e-05
0.09966190774161242,-7.041356227760134e-05
8.706493009200753e-06,-4.5362419708426244e-06
0.09905465403594796,-0.00010538795528937472
1.7583999480613893e-06,-7.432720053576122e-07
0.09880780646029669,-6.787796798372135e-05
2.7770466572526676e-07,-9.73505363603619e-08
0.0987187149396889,-3.214059926765029e-05
3.424810554723949e-08,-1.0224551709910608e-08
0.09869012909956555,-1.2390582169766957e-05
3.306947943998818e-09,-8.616044409759829e-10
0.09868196514574211,-4.040850934219233e-06
2.5086927595236686e-10,-5.819724077693999e-11
0.09867988753968279,-1.1357830877235817e-06
1.499933217762158e-11,-3.145566497771404e-12
0.09867941596534871,-2.78049640004733e-07
7.086717948537191e-13,-1.358042544763879e-13
0.09867932042178101,-5.967335372652551e-08
2.651450706710586e-14,-4.675649488924785e-15
0.011228904328734714,9.645236444459493e-07
3.538257345336963e-11,3.3846468216064224e-12
0.01122858526414806,4.053317031427121e-06
7.234366657805353e-10,6.56982876360201e-11
0.011227337494397053,1.5059090471860871e-05
1.1727339397097829e-08,1.0074960086925628e-09
0.011223037899736698,4.934189707787833e-05
1.5045085871351172e-07,1.2195193015274594e-08
0.011210123391871281,0.0001421058914232189
1.5239090244788822e-06,1.1647344581709604e-07
0.011177312004551326,0.0003580188429498177
1.2148628617764036e-05,8.783933411817396e-07
0.01111324824586881,0.0007832542143465272
7.589811319672372e-05,5.246148493727253e-06
0.011055586724344998,0.0014697808802696232
0.0003693385481357064,2.4974597443555276e-05
0.011281439889813625,0.0023113378955866007
0.0013874125911556567,9.584437213959376e-05
0.012774783565521825,0.0028897677339089025
0.003967559402223323,0.0003010254901283211
0.017832813027486426,0.0024231345373250455
0.008441113203405572,0.0007831940957220207
0.02979188597850592,-2.033716714886527e-05
0.012824926011206342,0.001679245484508876
0.05030143241820628,-0.004992622522896527
0.012851807559142885,0.002847584226394974
0.07499436086957671,-0.011946745489014091
0.0073584360552801445,0.003416500902875811
0.09340952520904697,-0.018578950419449673
0.004032558531166784,0.0018904418811871316
0.09806257655187746,-0.02082520161252099
0.012961885132441736,-0.0021945986462643275
0.09517883830943198,-0.014648664013007576
0.030832720930387456,-0.006324101138791586
0.10153584807208857,0.00015014248721487454
0.04024753979430474,-0.006473329948552188
0.12690656877868559,0.01718531021817466
0.03096759665754495,-0.0020644446011682527
0.16247178443928367,0.02644386544810054
0.012825341626109866,0.002243568955329709
0.1888162924305325,0.02237671006038197
0.0014843843480310537,0.002008012785972166
0.1920246473175596,0.00917276090322175
0.001172844309062076,-0.0012365298881037126
0.1709191910721968,-0.0032003545125704243
0.006721733472980427,-0.0025037427147539927
0.13412530890850016,-0.007996969113875046
0.012681670564031178,-0.00030914442424627604
0.09393883967943292,-0.00592100526543333
0.015450097046186415,0.0022852923399367467
0.060408675532107006,-0.0017064107525866408
0.013459317619480257,0.0026644287127857817
0.0376417501322065,0.0010843215466606495
0.00850306005511308,0.0013781757350537832
0.02439530819540199,0.0017716100004909342
0.003929608111821456,0.00015984038252992838
0.01741163313119354,0.0012634529942235162
0.0013733292894973167,-0.0002842565682632868
0.013944886732581293,0.000525499778349245
0.000402999757523098,-0.00024182414380936033
0.012326141441349924,2.462747370329105e-05
0.0001202236436315008,-0.00010967761153997643
0.011632739963339061,-0.00017684129464458885
3.914958939480586e-05,-3.3796465911104415e-05
0.011365070392027927,-0.00018779005905499848
1.1873055306730571e-05,-7.5359910431736055e-06
0.011271743076323166,-0.00012834412197318767
2.904492858768449e-06,-1.2389883137614781e-06
0.011241791485961754,-6.846511444640918e-05
5.456328414168181e-07,-1.4955938742860775e-07
0.011232704934057917,-3.024533092373607e-05
7.827261174543878e-08,-1.2842100900703558e-08
0.01123003848381739,-1.1365230084312555e-05
8.628589676281993e-09,-7.058626174173291e-10
0.011229275671317753,-3.6868282659148197e-06
7.368529974852275e-10,-1.2986916732772552e-11
0.011229065313190248,-1.042021304396907e-06
4.9094408666430656e-11,1.6839919749497576e-12
0.011229010654408659,-2.581835803962952e-07
2.5668998375680996e-12,1.987631523334071e-13
0.021226891776995153,3.9606836480498477e-07
9.133750655267579e-12,1.0170517663157945e-13
0.02122772245680738,1.6133301291608975e-06
1.7805368699607783e-10,3.9627008347239695e-13
0.021231134825510707,5.80970371190347e-06
2.7388781673313783e-09,-2.5128665190374422e-11
0.02124357661533984,1.846793973945072e-05
3.316020831574498e-08,-7.863685645333702e-10
0.021283775231531583,5.173182998885718e-05
3.1498673327224973e-07,-1.3288127396667531e-08
0.021398678722384795,0.00012742748641108684
2.3378221930885605e-06,-1.5320446953107143e-07
0.021688891396268284,0.0002753238039819399
1.3485493554943506e-05,-1.2783492277947215e-06
0.02233629607193175,0.0005202972518758893
6.0045283397425974e-05,-7.860030048666662e-06
0.023611757587092067,0.0008574742294640981
0.00020458347378932374,-3.560195948436391e-05
0.025824900959066095,0.0012286949684049986
0.0005278641630308027,-0.00011700226606424467
0.029166889842276868,0.001517631085893683
0.0010205739156780131,-0.000268893643134036
0.033424301801586905,0.0015408697029402857
0.001469843801027589,-0.00039658846625173207
0.03770369431422231,0.0009711638909840627
0.0015843272922511065,-0.0002867709657197545
0.04055253965691694,-0.0007188310831317179
0.0012611719110662784,4.430060095719421e-05
0.040708183925291484,-0.0038775407184324416
0.0006061267386420663,9.675155304691118e-06
0.03806165525886219,-0.007711636280226312
0.00037453808116183794,-0.000875059384011328
0.0345373111288284,-0.009837307278804728
0.003135458272065315,-0.0019057650721857472
0.03522059179205546,-0.007693176062494015
0.011354801079513943,-0.002010719957672084
0.04798639064103858,-0.0008299148998206969
0.0211962694033388,-0.0015251252042000907
0.07770048476871491,0.008401203884777681
0.02299536602082439,-0.0012465601871069706
0.11780586396664072,0.01599572329788349
0.014006963079745851,-0.000618321302717907
0.15112341542134705,0.0179487899825727
0.004497462496086648,0.0006759145392249873
0.1631303783997585,0.012511979820219081
0.004073606787933238,0.0012074850869596564
0.15293069703515286,0.002280986541715325
0.009509341100711576,0.00036527219033731517
0.12989530297813381,-0.00702174874109497
0.01241484623405643,-0.00016755384856442096
0.10353766688026683,-0.011049776355464646
0.010825720765516172,0.0007270351318566051
0.0790130058431096,-0.009745195142631401
0.007898436358169208,0.0019219760128521063
0.05860716627506701,-0.005943133472334428
0.005575880790242862,0.002111029856643822
0.04337449458098007,-0.002359610855507925
0.00369987413544066,0.001429628897300127
0.033263059849652624,-0.00016035162678176536
0.0020716888370113204,0.0006700047341486151
0.02725793661124582,0.00072064758647853
0.0009168471055116424,0.00022889473725106688
0.024019084335571764,0.0008061646624481078
0.0003141658998594322,5.8639309348640934e-05
0.022416552462338396,0.0005815575624361863
8.323160397214408e-05,1.1460772893156497e-05
0.021689756096221268,0.0003308169418444341
1.7119789244607755e-05,1.7282590331549867e-06
0.021390032045358782,0.00015724492955313289
2.747621739349461e-06,2.0265592289049597e-07
0.0212786189264219,6.402043751545465e-05
3.4561062399065317e-07,1.858251168470195e-08
0.021241512511445286,2.2619015637076284e-05
3.419468597206058e-08,1.3380131471996063e-09
0.021230473611640557,6.989253672682536e-06
2.6688258272933426e-09,7.589562883411091e-11
0.02122754367809821,1.8984433416325042e-06
1.64687757385683e-10,3.3998604849259948e-12
0.021226850022104282,4.5488099164560936e-07
8.049522399008659e-12,1.2052052506445953e-13
0.00038308597932217253,-1.764468320895883e-08
8.022950647002964e-12,5.428718374409705e-12
0.00038321107535870804,-1.1285414621329133e-07
1.5378943155377646e-10,1.0284290345295423e-10
0.00038370994614512875,-5.65064523537704e-07
2.405057112738958e-09,1.5429825648521085e-09
0.0003854817592018335,-2.342728759055402e-06
3.072206071831728e-08,1.829336652557254e-08
0.0003910966168170568,-8.236005207428649e-06
3.202085041046596e-07,1.7082918052110093e-07
0.00040711499972116325,-2.486801882178625e-05
2.7132929124932396e-06,1.2503067187634292e-06
0.0004493813808238903,-6.512859221120887e-05
1.8578963998137166e-05,7.115845942839726e-06
0.0005587239189107757,-0.00014964551276994386
0.00010197423011892734,3.1074197755407496e-05
0.0008564359590441664,-0.0003058297229758949
0.0004441706709578547,0.00010161074290219671
0.0017151615049816943,-0.0005598115005126805
0.0015163085291562653,0.00023639680405424196
0.004123164241721147,-0.0008944951894898899
0.003990059386365623,0.00033964010766599243
0.010041233132489148,-0.0011171666112915106
0.007893887551750044,0.00010844286025968493
0.021874120006182232,-0.0006748759862687428
0.011245297334451792,-0.0007127403066827598
0.04004011969802373,0.0012030962155841355
0.010552297671112541,-0.0016737295897923088
0.059793577304543995,0.004560433410419619
0.005153296154510758,-0.0016634344177525763
0.07172447270827602,0.007599171029654806
0.0007796920134270045,-0.0005857515297632459
0.06855585549078248,0.007428219010262242
0.004387591475800484,-0.0003593272808652254
0.05235719262011508,0.0031215277239620334
0.01430076140993769,-0.002310180853899126
0.03286357684208861,-0.0024699014835836207
0.021025688377512213,-0.0043310618335124645
0.018154412317401395,-0.005300897353140869
0.019683931907923734,-0.0033010734609003533
0.009387273760140511,-0.004254192946400242
0.015211573660618259,0.0004793007284288951
0.004557198926032461,-0.0016808543311220363
0.01311458929814644,0.0037141299143335117
0.0032527516846437648,-0.00031847562528352974
0.012007810921653414,0.004145481756195436
0.0056292856668091066,-0.0007211481157683314
0.008429827859789584,0.0025126658684966165
0.009503211915015452,-0.001604879078824963
0.0034415146801333642,0.0009464852542096648
0.01135065207066471,-0.0017880575579656006
0.0007118972895659173,0.0004958940670120346
0.009681522838609718,-0.0012402162188205014
0.0011642814022152866,0.0006409914485044761
0.00597786218028646,-0.0005665558074347695
0.0025414769187402223,0.0006331675018767099
0.0025892163677036246,-0.0001610829742442866
0.0028316392956612715,0.0003832406354547749
0.0006770964143867984,-1.8673358857775448e-05
0.002016761789440508,0.0001414530677941396
4.57658272967884e-05,5.39160645220834e-06
0.0010164890428624273,2.6149788709452075e-05
3.6014040238316705e-05,3.564030505613662e-06
0.0003800912115943188,-2.5308139421325974e-06
0.00017710781541915936,1.9880229482466646e-06
0.00010808048961789749,-3.3583819276036695e-06
0.0002885494466716782,1.7394863447381143e-06
2.3706580404853295e-05,-1.1836958952372465e-06
0.00034661045805747706,1.3888330522229587e-06
4.046758213560064e-06,-2.6244534635997564e-07
0.0003708173318710884,8.542743186808737e-07
5.407874927383882e-07,-4.1627372751056735e-08
0.00037941724492833104,4.1563134155968164e-07
5.681076825618113e-08,-4.9482134073512774e-09
0.000382089505309757,1.6591198538891405e-07
4.705955813072757e-09,-4.507774364461026e-10
0.00038282388778946436,5.572578378358249e-08
3.081015586451465e-10,-3.186728535920527e-11
0.0003830032147805685,1.600681650610408e-08
1.597233881526944e-11,-1.7616392334085956e-12
0.005497780165285973,1.9094643139357423e-07
3.26011538307679e-11,-7.678502270742594e-12
0.0054987040831206094,8.600840194007424e-07
6.039299721652595e-10,-1.3297978760021234e-10
0.005502365106399227,3.387436877392589e-06
8.898533237627696e-09,-1.8332871986524015e-09
0.005515289895930401,1.1675213688894934e-05
1.0403867615065296e-07,-2.0141741510952385e-08
0.005555932258357512,3.520820302342653e-05
9.62303444862302e-07,-1.7671898136462658e-07
0.005669927392772054,9.282625040028214e-05
7.014730018732505e-06,-1.2423035407950604e-06
0.005956604845566959,0.0002138413462753234
4.0101727285424905e-05,-7.029479171170204e-06
0.0066101137362071065,0.0004310579491911346
0.00017866173756121663,-3.2179855272902635e-05
0.007980871150221606,0.0007661720034494895
0.0006153896800722252,-0.00011957466299472984
0.010649422896629155,0.0012271800071931465
0.00162336778192365,-0.00035957677137314625
0.01540953005273462,0.001850427903364746
0.0032521629243111648,-0.0008612432387172522
0.02289870734883319,0.002767203612072199
0.004966671521787987,-0.0015800088241140807
0.03279972205560852,0.004125596894257562
0.006102714824180964,-0.0020298174278514805
0.043451323220568105,0.005649017200146507
0.0071272316696051104,-0.0013497813382444767
0.05314947043736998,0.006085686418172115
0.009305214237670818,0.0007183695851213107
0.062341761627145456,0.003593947901113722
0.01188180776297407,0.002824415192546873
0.07339028911959197,-0.0023740882841043432
0.011549815569675029,0.0030901522006917034
0.08703267217523655,-0.00950111911203324
0.0070185673133555055,0.0015776817878256164
0.10005934269747069,-0.013949657919275788
0.0018898451067180901,0.00016178893797346827
0.10786342135432811,-0.01366093078085981
0.0005041896597439147,-0.00024262013104294695
0.10881709740542247,-0.009667689986533922
0.0029740818159647124,-0.0002827162082499941
0.10530812719874533,-0.004369637097369005
0.006086458687205335,-0.00019636833794423763
0.10093999976526499,0.0003566220728065038
0.007289989526347306,0.00042249968574853284
0.09725283335510884,0.003487991149134251
0.006435028492470054,0.0011751774102071633
0.09267525571711024,0.004677981520057533
0.004935637460796066,0.0011197089484731575
0.08414197814999136,0.004313407040926091
0.004526554943276138,0.0001926098689460599
0.07011175743447337,0.003289218068813399
0.005938146290543845,-0.000796286214888327
0.05247540888794997,0.0024001648728634866
0.007879019371410655,-0.0012165746811365463
0.03539591538660932,0.0019291043546126989
0.008208240199594598,-0.0010635596776009957
0.02227453779834899,0.0017222115074881916
0.006364644302480673,-0.0006674668513209608
0.013981628827975939,0.001521003967594373
0.0036867815735778424,-0.0003176985398746433
0.009470877599420889,0.0012089733668075343
0.0016154625371043348,-0.00011655179540095786
0.00725205562104607,0.0008334752563922874
0.0005416359899068346,-3.3135990659241543e-05
0.006227518970670246,0.0004950622162056964
0.0001402265940246486,-7.322266507001176e-06
0.005779609537503438,0.00025426323994310473
2.8229232011791598e-05,-1.26100314594345e-06
0.0055971135927185625,0.00011357218412026145
4.442602067865976e-06,-1.6970425071383882e-07
0.005529278369424749,4.435429412240579e-05
5.48830913333147e-07,-1.7895102744246685e-08
0.005506611920990612,1.5210039084182547e-05
5.33950130642756e-08,-1.4822560310184642e-09
0.005499851492701813,4.5949824354481075e-06
4.101348288668744e-09,-9.665741057058045e-11
0.005498055844105466,1.2259973813718478e-06
2.4922780757446635e-10,-4.9719721432910994e-12
0.03999695114134645,2.1667143551468351e-07
5.720879864772547e-13,6.371549852615305e-14
0.0399967955984846,9.341636229708133e-07
1.2175449565615873e-11,1.3093393558607602e-12
0.03999615347349606,3.55429548337206e-06
2.0480541921043083e-10,2.0846839471918923e-11
0.03999380393972493,1.1892386826030984e-05
2.714678384138251e-09,2.5309835942169944e-10
0.03998619560109398,3.4814169786074756e-05
2.823493359726708e-08,2.272513358579669e-09
0.03996442768976466,8.847458499908732e-05
2.2903857219726206e-07,1.4040574087525823e-08
0.039909501899965796,0.00019268537030698077
1.4358837859733747e-06,4.573004337586862e-08
0.03978744536678169,0.0003512121153045106
6.857489947347837e-06,-1.0293907207283273e-07
0.039548178580542534,0.0005090528176031912
2.435630212745652e-05,-2.2974732694698906e-06
0.03912891222980283,0.000503810873178681
6.165766236593072e-05,-1.5040017679851982e-05
0.038443354373225255,7.158462786856809e-05
0.00010313716104630113,-5.998272511149293e-05
0.037309287676716,-0.0010146066237128213
0.00010913291079369332,-0.00015790491923208295
0.035310725867531256,-0.0026836212803443052
0.00020264410184451511,-0.0002628099106924598
0.03182840314588219,-0.004385704866217096
0.0011045295860699577,-0.00020663662236930668
0.02671782053829501,-0.005271991460832153
0.00415491566948801,0.00014341303053653793
0.02161409848735863,-0.004702699217858198
0.009854150052814101,0.0005368165133359231
0.020387475763792417,-0.002615372377178393
0.015826118086847075,0.00037496900439319605
0.02693100240864171,0.0005753598743003471
0.01772222532409672,-0.0005514138449714918
0.04142852010264042,0.004241624125878528
0.013762337503269207,-0.0014975069218400939
0.05942456554669417,0.007564594429482797
0.00718020864231508,-0.0013841894630253451
0.0755285035627006,0.009523860694410805
0.002676594627081507,-0.0001580277016618981
0.08765372058205191,0.00935496203293331
0.0019342048739448786,0.0007741749491130974
0.09709966599562109,0.0073276261807284655
0.003495916264957146,0.00012123199112238758
0.10510296869956912,0.004800192207257136
0.0051874771819334815,-0.001427021442628478
0.11006151941010411,0.0029963632165196145
0.006231475122390655,-0.001998988694621064
0.10844907503278017,0.001830936800292885
0.007793940784696746,-0.0009768949588875421
0.09862435768644988,0.000356334392930876
0.010720611041812074,0.0006017629795510068
0.0833140207204782,-0.0018545064911826403
0.013245592409900331,0.0016217035369818474
0.06777588763007955,-0.004193793879802469
0.01281884443177576,0.001790900546808044
0.055904167414062345,-0.005690615157220669
0.009400277133965972,0.0013835938079238405
0.04849592458415726,-0.0058444549315488925
0.005240113510649364,0.0008116286268482981
0.04439405168148769,-0.004872430795049967
0.002243320063391645,0.0003670294474762952
0.04220990163862601,-0.003403579614221785
0.0007445919336824968,0.00012823477057985423
0.04105246211085596,-0.0020277316102161203
0.0001930302534991295,3.4669051706412104e-05
0.04045921899429999,-0.001042245055181862
3.929749876617052e-05,7.271983581665813e-06
0.040178985623286326,-0.0004659997975977344
6.3071589088069115e-06,1.1872935318197924e-06
0.04006079544239113,-0.0001823538700990045
8.003029031655364e-07,1.5139511340271101e-07
0.04001685026673346,-6.274115461510441e-05
8.044800848439552e-08,1.512401525046481e-08
0.040002479251895456,-1.9045690657890367e-05
6.416129899483169e-09,1.1869212355021988e-09
0.039998339506787065,-5.114188223278432e-06
4.0646613649507115e-10,7.335179735694961e-11
0.013149154865754683,-6.239881174561939e-08
1.5006020221476534e-13,5.4792564473319956e-15
0.013149089802522577,-3.014117921652635e-07
4.066770127089119e-12,1.3920031776852722e-13
0.013148772705612943,-1.28645292236479e-06
8.713218253337069e-11,2.8661427905459025e-12
0.01314739797636309,-4.8391565300666605e-06
1.4726718148453027e-09,4.823472040658438e-11
0.013142102256393284,-1.5987578805276255e-05
1.9580034087419218e-08,6.684511529027129e-10
0.013124008084642962,-4.6164218929987705e-05
2.040274498552165e-07,7.654667064832412e-09
0.013069349701279848,-0.00011565842617941455
1.6577771934680702e-06,7.220541966608309e-08
0.0129242611103326,-0.0002485380106424104
1.042770783393294e-05,5.553848794651525e-07
0.012589559873756873,-0.0004490599637230704
5.02336493227976e-05,3.4303758555531536e-06
0.011930743541270685,-0.0006559013505824959
0.0001821905646210842,1.671162499370264e-05
0.010853186017729406,-0.0007014464621292567
0.0004831488672136964,6.302504540318149e-05
0.009431744643431229,-0.00034468514472756626
0.000886158085057317,0.0001807426477541617
0.007927503097424826,0.0005651191298827059
0.000995838169953739,0.0003893606547480553
0.006500875710926784,0.001861878067628111
0.0005355392959021054,0.0006391855896868469
0.005018069102163283,0.0029828350730474688
0.0007578464723956567,0.0008879853457111233
0.004094129727028207,0.0031528005776589978
0.004844604976501295,0.0013085390302888973
0.007399679804906379,0.0016824955542841353
0.014621542648794223,0.002117759542206079
0.022174459100066386,-0.001691145379671706
0.026328440529608015,0.002836752404211575
0.054802933972055795,-0.006233037652399536
0.032412464907052706,0.002310575772558449
0.10405828891738542,-0.009830887004882645
0.02883725976069789,0.0003353555244815084
0.15888818008082264,-0.010023640295149882
0.018683212126813866,-0.0014614557236594522
0.203297446518056,-0.0062458337218167775
0.008515994668124475,-0.001581950471279858
